cell_id,Thamnophilus doliatus,Thamnophilus doliatus [doliatus Group],Thamnophilus doliatus capistratus
84a81edffffffff,1113.0,202.0,0.0
84a8215ffffffff,2.0,2.0,0.0
84a8287ffffffff,4.0,4.0,0.0
84a8289ffffffff,2.0,2.0,0.0
84a8291ffffffff,16.0,9.0,0.0
84a829bffffffff,4.0,0.0,0.0
84a82a1ffffffff,3.0,3.0,0.0
84a82abffffffff,2.0,2.0,0.0
84a82bdffffffff,20.0,17.0,0.0
84a82c9ffffffff,3.0,2.0,0.0
84a82d1ffffffff,4.0,0.0,0.0
84a82d3ffffffff,4.0,0.0,0.0
84a82e7ffffffff,2.0,2.0,0.0
84a8403ffffffff,66.0,19.0,0.0
84a8405ffffffff,10.0,2.0,0.0
84a840dffffffff,194.0,16.0,0.0
84a8411ffffffff,24.0,20.0,0.0
84a8413ffffffff,5.0,0.0,0.0
84a8417ffffffff,3.0,3.0,0.0
84a841bffffffff,1.0,0.0,0.0
84a8425ffffffff,1.0,1.0,0.0
84a842bffffffff,4.0,0.0,0.0
84a8439ffffffff,1.0,1.0,0.0
84a8441ffffffff,2.0,2.0,0.0
84a8447ffffffff,5.0,1.0,0.0
84a844dffffffff,18.0,4.0,0.0
84a845bffffffff,62.0,0.0,0.0
84a8461ffffffff,1.0,1.0,0.0
84a8463ffffffff,64.0,7.0,0.0
84a8465ffffffff,8.0,0.0,0.0
84a8495ffffffff,1.0,0.0,0.0
84a84a5ffffffff,9.0,2.0,0.0
84a84b9ffffffff,1.0,0.0,0.0
84a84d9ffffffff,5.0,0.0,0.0
84a84e7ffffffff,4.0,0.0,0.0
84a84edffffffff,4.0,0.0,0.0
84a8513ffffffff,1.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a8527ffffffff,8.0,0.0,0.0
84a8535ffffffff,3.0,3.0,0.0
84a8559ffffffff,9.0,1.0,0.0
84a855dffffffff,78.0,24.0,0.0
84a8565ffffffff,1.0,1.0,0.0
84a856dffffffff,1.0,0.0,0.0
84a8591ffffffff,530.0,30.0,0.0
84a8593ffffffff,7.0,0.0,0.0
84a8597ffffffff,5.0,0.0,0.0
84a8599ffffffff,306.0,12.0,0.0
84a859bffffffff,12.0,0.0,0.0
84a85a1ffffffff,6.0,0.0,0.0
84a85a7ffffffff,2.0,0.0,0.0
84a85b3ffffffff,4.0,0.0,0.0
84a85b7ffffffff,17.0,2.0,0.0
84a85b9ffffffff,1.0,0.0,0.0
84a85d1ffffffff,2.0,0.0,0.0
84a85d3ffffffff,505.0,10.0,0.0
84a85d7ffffffff,20.0,0.0,0.0
84a8605ffffffff,4.0,1.0,0.0
84a8607ffffffff,6.0,0.0,0.0
84a860dffffffff,2.0,0.0,0.0
84a8615ffffffff,4.0,0.0,0.0
84a8629ffffffff,8.0,0.0,0.0
84a862dffffffff,10.0,0.0,0.0
84a8633ffffffff,1.0,0.0,0.0
84a8639ffffffff,2.0,2.0,0.0
84a8645ffffffff,2.0,0.0,0.0
84a8647ffffffff,17.0,0.0,0.0
84a8649ffffffff,2.0,0.0,0.0
84a8653ffffffff,4.0,0.0,0.0
84a865bffffffff,49.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8687ffffffff,6.0,0.0,0.0
84a8691ffffffff,8.0,0.0,0.0
84a8697ffffffff,2.0,0.0,0.0
84a86a3ffffffff,2.0,0.0,0.0
84a86adffffffff,7.0,0.0,0.0
84a86b7ffffffff,2.0,0.0,0.0
84a86b9ffffffff,2.0,0.0,0.0
84a86bdffffffff,9.0,0.0,0.0
84a86c3ffffffff,10.0,0.0,0.0
84a86d1ffffffff,3.0,0.0,0.0
84a86d3ffffffff,4.0,0.0,0.0
84a86d5ffffffff,5.0,0.0,0.0
84a86d7ffffffff,2.0,0.0,0.0
84a86e7ffffffff,7.0,0.0,0.0
84a8701ffffffff,13.0,9.0,0.0
84a8705ffffffff,3.0,3.0,0.0
84a8709ffffffff,1.0,1.0,0.0
84a870bffffffff,2.0,2.0,0.0
84a870dffffffff,2.0,1.0,0.0
84a871bffffffff,8.0,4.0,0.0
84a8721ffffffff,4.0,3.0,0.0
84a8737ffffffff,83.0,34.0,0.0
84a8743ffffffff,2.0,1.0,0.0
84a8753ffffffff,3.0,0.0,0.0
84a8757ffffffff,2.0,2.0,0.0
84a8759ffffffff,1.0,0.0,0.0
84a8763ffffffff,5.0,5.0,0.0
84a8765ffffffff,2.0,2.0,0.0
84a8767ffffffff,1.0,0.0,0.0
84a876bffffffff,1.0,1.0,0.0
84a876dffffffff,22.0,19.0,0.0
84a883dffffffff,1.0,1.0,0.0
84a8889ffffffff,2.0,0.0,2.0
84a88a3ffffffff,3.0,0.0,3.0
84a88a9ffffffff,2.0,2.0,0.0
84a88b1ffffffff,2.0,0.0,2.0
84a88e3ffffffff,2.0,0.0,0.0
84a89b3ffffffff,6.0,0.0,6.0
84a8a13ffffffff,3.0,0.0,0.0
84a8a19ffffffff,10.0,0.0,0.0
84a8a27ffffffff,5.0,0.0,0.0
84a8a3dffffffff,2.0,0.0,0.0
84a8a8bffffffff,2.0,0.0,0.0
84a8a93ffffffff,8.0,0.0,0.0
84a8a95ffffffff,9.0,0.0,0.0
84a8a97ffffffff,4.0,2.0,0.0
84a8a99ffffffff,2.0,0.0,0.0
84a8aadffffffff,1.0,0.0,0.0
84a8ac1ffffffff,2.0,0.0,0.0
84a8acbffffffff,3.0,3.0,0.0
84a8ad3ffffffff,36.0,16.0,0.0
84a8ad5ffffffff,4.0,0.0,0.0
84a8adbffffffff,4.0,0.0,0.0
84a8aebffffffff,4.0,2.0,0.0
84a8c01ffffffff,46.0,17.0,0.0
84a8c03ffffffff,26.0,15.0,0.0
84a8c05ffffffff,50.0,17.0,0.0
84a8c07ffffffff,2.0,2.0,0.0
84a8c09ffffffff,15.0,0.0,0.0
84a8c0dffffffff,40.0,10.0,0.0
84a8c11ffffffff,1.0,1.0,0.0
84a8c23ffffffff,4.0,0.0,0.0
84a8c25ffffffff,10.0,4.0,0.0
84a8c27ffffffff,4.0,0.0,0.0
84a8c2bffffffff,3.0,1.0,0.0
84a8c39ffffffff,2.0,0.0,0.0
84a8c47ffffffff,7.0,0.0,0.0
84a8c57ffffffff,2.0,0.0,0.0
84a8c63ffffffff,3.0,0.0,0.0
84a8c6bffffffff,2.0,0.0,0.0
84a8c97ffffffff,2.0,2.0,0.0
84a8ca3ffffffff,3.0,1.0,0.0
84a8cd1ffffffff,2.0,0.0,0.0
84a8ce3ffffffff,1.0,0.0,0.0
84a8cebffffffff,8.0,1.0,0.0
84a8d11ffffffff,6.0,0.0,0.0
84a8d19ffffffff,32.0,9.0,0.0
84a8d1bffffffff,4.0,2.0,0.0
84a8d1dffffffff,1.0,0.0,0.0
84a8d43ffffffff,4.0,0.0,0.0
84a8d5bffffffff,1.0,0.0,0.0
84a8dadffffffff,2.0,0.0,0.0
84a8dcbffffffff,2.0,1.0,0.0
84a8dd7ffffffff,4.0,0.0,0.0
84a8dd9ffffffff,2.0,0.0,0.0
84a8de1ffffffff,1.0,0.0,0.0
84a8e01ffffffff,1.0,1.0,0.0
84a8e0dffffffff,3.0,3.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e45ffffffff,4.0,0.0,0.0
84a8e55ffffffff,4.0,4.0,0.0
84a8e61ffffffff,14.0,10.0,0.0
84a8e65ffffffff,11.0,11.0,0.0
84a8e69ffffffff,5.0,0.0,0.0
84a8e6bffffffff,8.0,0.0,0.0
84a8e6dffffffff,53.0,12.0,0.0
84a8e83ffffffff,1.0,1.0,0.0
84a8ea5ffffffff,2.0,2.0,0.0
84a8ec9ffffffff,53.0,4.0,0.0
84a8ecbffffffff,1.0,0.0,0.0
84a8ee5ffffffff,2.0,0.0,0.0
84a8f03ffffffff,1.0,0.0,0.0
84a8f0bffffffff,2.0,0.0,0.0
84a8f1bffffffff,2.0,0.0,0.0
84a8f41ffffffff,45.0,17.0,0.0
84a8f43ffffffff,11.0,3.0,0.0
84a8f4dffffffff,4.0,0.0,0.0
84a8f55ffffffff,1.0,1.0,0.0
84a8f57ffffffff,13.0,10.0,0.0
84a8f59ffffffff,3.0,3.0,0.0
84a9407ffffffff,3.0,0.0,0.0
84a940dffffffff,8.0,0.0,0.0
84a9411ffffffff,371.0,0.0,0.0
84a9413ffffffff,30.0,0.0,0.0
84a9417ffffffff,17.0,0.0,0.0
84a9419ffffffff,20.0,0.0,0.0
84a941bffffffff,89.0,0.0,0.0
84a9425ffffffff,12.0,0.0,0.0
84a9429ffffffff,9.0,0.0,0.0
84a942bffffffff,2.0,0.0,0.0
84a9431ffffffff,8.0,0.0,0.0
84a9433ffffffff,27.0,0.0,0.0
84a9435ffffffff,16.0,0.0,0.0
84a9437ffffffff,20.0,0.0,0.0
84a9439ffffffff,6.0,0.0,0.0
84a943dffffffff,27.0,0.0,0.0
84a9453ffffffff,72.0,0.0,0.0
84a9457ffffffff,4.0,0.0,0.0
84a945bffffffff,19.0,0.0,0.0
84a9463ffffffff,2.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,4.0,0.0,0.0
84a94a9ffffffff,2.0,0.0,0.0
84a94b5ffffffff,4.0,0.0,0.0
84a94c1ffffffff,13.0,0.0,0.0
84a94c3ffffffff,4.0,0.0,0.0
84a94c5ffffffff,4.0,0.0,0.0
84a94c7ffffffff,59.0,0.0,0.0
84a94c9ffffffff,3.0,0.0,0.0
84a94cdffffffff,2.0,0.0,0.0
84a94d1ffffffff,8.0,0.0,0.0
84a94d5ffffffff,3.0,0.0,0.0
84a94d7ffffffff,4.0,0.0,0.0
84a94ddffffffff,24.0,0.0,0.0
84a94e1ffffffff,7.0,0.0,0.0
84a94e3ffffffff,10.0,0.0,0.0
84a94e5ffffffff,1393.0,0.0,0.0
84a94e7ffffffff,77.0,0.0,0.0
84a94e9ffffffff,4.0,0.0,0.0
84a94edffffffff,54.0,0.0,0.0
84a950bffffffff,3.0,0.0,0.0
84a9517ffffffff,4.0,0.0,0.0
84a9531ffffffff,28.0,5.0,0.0
84a9533ffffffff,35.0,0.0,0.0
84a9537ffffffff,2.0,0.0,0.0
84a953bffffffff,92.0,0.0,0.0
84a9557ffffffff,2.0,0.0,0.0
84a9595ffffffff,5.0,0.0,0.0
84a9599ffffffff,4.0,0.0,0.0
84a95a5ffffffff,64.0,0.0,0.0
84a95abffffffff,16.0,0.0,0.0
84a95c3ffffffff,3.0,0.0,0.0
84a95c5ffffffff,3.0,0.0,0.0
84a95c9ffffffff,14.0,0.0,0.0
84a95d1ffffffff,80.0,0.0,0.0
84a95d7ffffffff,5.0,0.0,0.0
84a95d9ffffffff,104.0,0.0,0.0
84a95dbffffffff,222.0,0.0,0.0
84a95edffffffff,191.0,3.0,0.0
84a9611ffffffff,42.0,0.0,0.0
84a9613ffffffff,3.0,0.0,0.0
84a9617ffffffff,21.0,0.0,0.0
84a9685ffffffff,10.0,0.0,0.0
84a969dffffffff,2.0,0.0,0.0
84a96a1ffffffff,2.0,0.0,0.0
84a96a5ffffffff,13.0,0.0,0.0
84a96a7ffffffff,9.0,0.0,0.0
84a96a9ffffffff,12.0,0.0,0.0
84a96abffffffff,2.0,0.0,0.0
84a96adffffffff,150.0,0.0,0.0
84a96e1ffffffff,6.0,0.0,0.0
84a96e3ffffffff,3.0,0.0,0.0
84a96e7ffffffff,22.0,0.0,0.0
84a96e9ffffffff,14.0,0.0,0.0
84a96edffffffff,2.0,0.0,0.0
84b262dffffffff,16.0,0.0,0.0
84b2631ffffffff,2.0,0.0,0.0
84b2661ffffffff,2.0,0.0,0.0
84b2667ffffffff,3.0,0.0,0.0
84b275bffffffff,41.0,0.0,0.0
84b324bffffffff,1.0,0.0,0.0
84b3253ffffffff,1.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0
84b3407ffffffff,2.0,0.0,0.0
84b3415ffffffff,2.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0
84b3429ffffffff,3.0,0.0,0.0
84b342bffffffff,11.0,0.0,0.0
84b3435ffffffff,8.0,0.0,0.0
84b3439ffffffff,4.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0
84b3441ffffffff,4.0,0.0,0.0
84b3445ffffffff,16.0,0.0,0.0
84b3447ffffffff,2.0,0.0,0.0
84b348bffffffff,4.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b349dffffffff,2.0,0.0,0.0
84b34a5ffffffff,2.0,0.0,0.0
84b34c1ffffffff,3.0,0.0,0.0
84b34c3ffffffff,3.0,0.0,0.0
84b34c7ffffffff,2.0,0.0,0.0
84b34d3ffffffff,5.0,0.0,0.0
84b34d5ffffffff,1.0,0.0,0.0
84b34d7ffffffff,11.0,0.0,0.0
84b34d9ffffffff,17.0,0.0,0.0
84b34dbffffffff,63.0,0.0,0.0
84b3583ffffffff,2.0,0.0,0.0
84b3603ffffffff,7.0,0.0,0.0
84b3605ffffffff,3.0,0.0,0.0
84b360bffffffff,5.0,0.0,0.0
84b3611ffffffff,6.0,0.0,0.0
84b3615ffffffff,4.0,0.0,0.0
84b3617ffffffff,4.0,0.0,0.0
84b361dffffffff,2.0,0.0,0.0
84b3623ffffffff,4.0,0.0,0.0
84b3627ffffffff,3.0,0.0,0.0
84b3629ffffffff,11.0,0.0,0.0
84b3633ffffffff,13.0,0.0,0.0
84b3635ffffffff,2.0,0.0,0.0
84b3657ffffffff,5.0,0.0,0.0
84b365dffffffff,5.0,0.0,0.0
84b3661ffffffff,2.0,0.0,0.0
84b3663ffffffff,1.0,0.0,0.0
84b3665ffffffff,11.0,0.0,0.0
84b3667ffffffff,4.0,0.0,0.0
84b366dffffffff,44.0,0.0,0.0
84b3683ffffffff,5.0,0.0,0.0
84b3689ffffffff,2.0,0.0,0.0
84b368bffffffff,19.0,0.0,0.0
84b3691ffffffff,3.0,0.0,0.0
84b3699ffffffff,125.0,0.0,0.0
84b369bffffffff,8.0,0.0,0.0
84b369dffffffff,11.0,0.0,0.0
84b36a9ffffffff,2.0,0.0,0.0
84b36b3ffffffff,15.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,4.0,0.0,0.0
84b36d3ffffffff,6.0,0.0,0.0
84b36d5ffffffff,37.0,0.0,0.0
84b36d7ffffffff,35.0,0.0,0.0
84b36dbffffffff,2.0,0.0,0.0
